FIXTURE - Federación Uruguaya de Handball
Generado: Sun Dec 07 15:36:06 UYT 2025
Partidos: 14, Canchas: 7

ID Partido,Institución Local,Institución Visitante,Categoría,Cancha Asignada,Hora Inicio,Día,Superposiciones,Continuidad Inst,Continuidad Cat
P0,CLUB MALVIN,AEBU,U21 F,PASO CARRASCO,4:00,Sábado,0,0,00,0,00
P1,SCUOLA ITALIANA,C. A. PEÑAROL,U21 F,POLIDEPORTIVO CIUDAD DE LA COSTA,1:00,Sábado,0,0,00,0,00
P2,C. PONTEVEDRES SyD.,COLEGIO SAN PABLO,INTER. M,SCUOLA ITALIANA,0:00,Sábado,0,0,00,0,00
P3,CS. PROGRESO,COLEGIO ALEMAN,U18 M,SPORTHALLE,1:00,Sábado,0,0,00,0,00
P4,COLEGIO ALEMAN,ENFOQUE,INTER. F,POLIDEPORTIVO CIUDAD DE LA COSTA,5:00,Sábado,0,0,00,0,00
P5,COLEGIO ALEMAN,SCUOLA ITALIANA,U16 F,PASO CARRASCO,8:00,Sábado,0,0,00,0,00
P6,SCUOLA ITALIANA,COLEGIO ALEMAN,INTER. M,POLIDEPORTIVO LA PAZ,4:00,Sábado,0,0,00,0,00
P7,COLEGIO ALEMAN,BALONMANO LAYVA,MEN. FORM. U14 F,PASO CARRASCO,7:00,Sábado,0,0,00,0,00
P8,MHB 33,COLEGIO SEMINARIO,MEN. FORM. U14 F,SCUOLA ITALIANA,4:00,Sábado,0,0,00,0,00
P9,C. A GOES,STELLA MARIS,MEN. FORM. U14 F,POLIDEPORTIVO CIUDAD DE LA COSTA,3:00,Sábado,0,0,00,0,00
P10,PONTEVEDRES BALONMAN,CS. LA PAZ,U16 M,CLARA JACKSON,0:00,Sábado,0,0,00,0,00
P11,AEBU,ACBALONMANO,MEN. FORM. U14 F,SCUOLA ITALIANA,5:00,Sábado,0,0,00,0,00
P12,C. PONTEVEDRES SyD.,CLUB MALVIN,MEN. FORM. U14 F,POLIDEPORTIVO LA PAZ,12:00,Sábado,0,0,00,0,00
P13,BALONMANO LAYVA,UNIÓN SRS,U21 F,COLONIA NICOLICH,4:00,Sábado,0,0,00,0,00
